SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,bureau_kredi_sayisi,bureau_farkli_kredi_turu,bureau_toplam_borc,bureau_aktif_kredi_sayisi,prev_basvuru_sayisi,prev_red_sayisi,prev_onay_sayisi,prev_kredi_farki_ort,son_basvuru_gunu,inst_toplam_taksit_sayisi,inst_ortalama_gecikme_gunu,inst_gecikmeli_odeme_sayisi,inst_eksik_odeme_sayisi,pos_kayit_sayisi,pos_biten_kredi_sayisi,pos_ortalama_gecikme_gunu,pos_max_gecikme_gunu,cc_kayit_sayisi,cc_ortalama_bakiye,cc_limit_kullanim_orani,cc_toplam_atm_cekimi
213563,1,Cash loans,M,false,false,0,157500.0,225000.0,15219.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018634,-12407,-558,-2974.0,-2977,,1,1,0,1,1,1,,2.0,2,2,WEDNESDAY,10,1,1,1,1,1,1,Business Entity Type 3,0.66712936042113857,0.19478382472183239,0.23531051736158329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-258.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,6,2,948658.32000000007,2,1,0,1,-38655.0,-258,8,-16.25,0,0,9,1,0.0,0,0,0.0,0.0,0.0
218414,0,Cash loans,M,true,false,0,165861.0,568800.0,15003.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13368,-1951,-330.0,-4409,12.0,1,1,1,1,0,0,Laborers,2.0,3,2,WEDNESDAY,10,0,0,0,0,0,0,Transport: type 2,,0.5658271274284058,0.622922000268356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-723.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4,2,3307500.0,3,0,0,0,,,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
218949,0,Revolving loans,F,false,false,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.01885,-8257,-928,-150.0,-934,,1,1,0,1,0,0,Sales staff,1.0,2,2,MONDAY,17,0,0,0,1,1,0,Trade: type 1,0.24079753904382681,0.023441913443685763,0.21396685226179807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,68692.5,2,1,0,1,27072.0,-750,24,-7.583333333333333,0,0,24,0,0.0,0,0,0.0,0.0,0.0
220540,0,Cash loans,F,false,true,0,81000.0,168102.0,16506.0,148500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-21205,-6884,-11255.0,-4548,,1,1,0,1,0,0,Security staff,2.0,3,3,THURSDAY,8,0,0,0,0,0,0,School,0.81104788999399369,0.631747590716944,0.53527625047248262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1413.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,918000.0,1,3,0,3,4209.0,-710,32,-3.8125,2,4,34,3,0.088235294117647065,2,0,0.0,0.0,0.0
223386,0,Revolving loans,F,false,true,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009334,-7969,-1055,-6219.0,-633,,1,1,1,1,1,0,Core staff,1.0,2,2,FRIDAY,14,0,0,0,0,1,1,School,0.24395625611952279,0.3954699351165728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,45000.0,1,2,0,2,-2529.0,-193,9,-16.222222222222221,0,0,10,1,0.0,0,0,0.0,0.0,0.0
224808,0,Cash loans,F,false,true,0,180000.0,749349.0,24304.5,625500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00733,-22338,365243,-7017.0,-2198,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,,0.29775511494897172,0.61270424410125457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1263.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,765000.0,2,5,0,3,3945.6000000000004,-197,30,-9.5666666666666682,1,0,31,1,0.0,0,6,0.0,0.0,0.0
229137,0,Cash loans,M,false,true,2,135000.0,414792.0,22630.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-12264,-768,-6373.0,-4031,,1,1,1,1,1,0,Laborers,4.0,2,2,TUESDAY,5,0,0,0,0,0,0,Transport: type 2,0.17983602307047031,0.65012839121133925,0.34090642641523844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-385.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,11,2,1842006.375,2,8,5,3,50693.062499999993,-12,21,-19.38095238095238,2,2,22,1,0.0,0,0,0.0,0.0,0.0
232338,0,Cash loans,F,true,false,1,72000.0,247275.0,21150.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-14448,-4282,-7782.0,-4472,8.0,1,1,1,1,0,0,Sales staff,3.0,2,2,MONDAY,14,0,0,0,0,1,1,Government,,0.54300185917910959,0.77389569421454274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-613.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,9,2,958396.5,1,13,5,4,28495.384615384613,-225,57,-3.4385964912280698,8,0,34,3,0.0,0,20,196978.30425000002,0.6734301,362250.0
236535,0,Cash loans,F,false,false,0,146250.0,500211.0,28062.0,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-21228,365243,-14011.0,-4408,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.48274974327939663,0.58848778834226734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-232.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,577800.0,3,1,0,1,5157.0,-232,7,-15.428571428571429,0,0,7,0,0.0,0,0,0.0,0.0,0.0
247807,0,Revolving loans,F,false,false,0,121500.0,270000.0,13500.0,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0038179999999999998,-20518,365243,-2343.0,-4054,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,3,0,0,0,0,0,0,XNA,,0.59418963933398472,0.71949078509184361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5,2,2298600.0,1,2,1,1,0.0,-169,5,-14.4,0,0,5,0,0.0,0,0,0.0,0.0,0.0
249085,0,Cash loans,F,true,false,2,202500.0,1800000.0,49500.0,1800000.0,Unaccompanied,Working,Higher education,Married,Co-op apartment,0.009549,-11259,-137,-2755.0,-811,64.0,1,1,0,1,1,0,Managers,4.0,2,2,SUNDAY,14,0,0,0,0,0,0,Bank,,0.54048833582346423,0.54423474121421622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-466.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,1187955.0,3,1,0,1,-16314.255000000005,-466,4,-35.0,0,0,5,1,0.0,0,0,0.0,0.0,0.0
253337,0,Cash loans,F,true,true,0,99000.0,654498.0,28957.5,585000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.022625,-23353,365243,-4347.0,-4401,18.0,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.66276229511655427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,0.0,-1219.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,2,0,2,776.25,-770,14,-17.071428571428569,1,2,15,2,0.0,0,0,0.0,0.0,0.0
253367,0,Cash loans,F,false,true,0,135000.0,528633.0,21096.0,472500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-21530,365243,-10059.0,-4218,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,4,0,0,0,0,0,0,XNA,,0.13910506884828902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,1,0,1,12595.5,-289,9,-11.555555555555555,0,0,9,0,0.0,0,0,0.0,0.0,0.0
262247,0,Cash loans,M,false,true,0,135000.0,648481.5,51363.0,553500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0031219999999999998,-16633,-912,-5656.0,-175,,1,1,0,1,0,0,Drivers,2.0,3,3,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,,0.77731539663661375,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-663.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2,1,91633.5,0,6,5,1,13697.25,-646,6,-11.333333333333334,0,0,7,1,0.0,0,0,0.0,0.0,0.0
275901,0,Cash loans,F,true,true,0,315000.0,728460.0,40675.5,675000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.072508,-21249,-1439,-9217.0,-4668,6.0,1,1,0,1,1,1,,2.0,1,1,WEDNESDAY,14,0,1,1,0,0,0,Business Entity Type 3,0.90556863959995337,0.71132922154084788,0.36896873825284665,,,0.9722,,,,,,,,,0.2896,,0.2878,,,0.9722,,,,,,,,,0.3017,,0.3046,,,0.9722,,,,,,,,,0.2948,,0.2938,,block of flats,0.3304,,false,0.0,0.0,0.0,0.0,-1317.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2,2,2439805.5,1,3,0,3,151059.0,-824,157,-3.5987261146496823,39,52,52,1,0.48076923076923078,7,43,344049.75941860466,0.95016953468208087,1039950.0
286998,0,Cash loans,F,false,true,1,90000.0,265500.0,12375.0,265500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018209,-14113,-4524,-6267.0,-3926,,1,1,1,1,1,0,Medicine staff,2.0,3,3,WEDNESDAY,7,0,0,0,0,0,0,Business Entity Type 1,,0.619878435478072,0.4083588531230431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2935.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11,2,3114122.895,6,1,0,1,0.0,-464,113,-12.522123893805311,0,2,18,1,0.0,0,96,161793.49734375003,0.8988527630208335,448875.0
290307,0,Cash loans,F,false,true,0,225000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.0228,-8292,-437,-934.0,-888,,1,1,0,1,0,0,Core staff,1.0,2,2,FRIDAY,11,0,0,0,1,1,0,Business Entity Type 3,,0.14561325800888988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,1,0,1,-16587.0,-798,6,-13.333333333333332,0,0,7,1,0.0,0,0,0.0,0.0,0.0
301395,0,Cash loans,F,false,true,0,229500.0,406597.5,20889.0,351000.0,Children,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-23257,365243,-1807.0,-4315,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,XNA,,0.38732332609163378,0.46865965504931129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1568.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,5,2,142299.0,1,14,2,7,16087.345714285713,-228,78,-21.025641025641029,2,0,80,5,0.0,0,0,0.0,0.0,0.0
302597,0,Cash loans,F,false,true,0,99000.0,123637.5,10039.5,112500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-11996,-2057,-5607.0,-2545,,1,1,1,1,1,0,High skill tech staff,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,Medicine,0.46403958610641782,0.68822940169990554,0.63970756776371973,,,0.9598,,,,,,,,,0.0047,,,,,0.9598,,,,,,,,,0.0049,,,,,0.9598,,,,,,,,,0.0048,,,,block of flats,0.0075,,false,5.0,2.0,5.0,1.0,-1428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,702423.0,1,2,0,2,-6736.5,-167,17,-15.294117647058826,0,0,18,1,0.0,0,0,0.0,0.0,0.0
303591,0,Cash loans,F,true,true,1,112500.0,500211.0,25537.5,463500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018029,-11278,-1118,-2218.0,-531,24.0,1,1,0,1,0,0,,3.0,3,3,SUNDAY,11,0,0,0,1,1,1,Business Entity Type 3,0.30494913389645473,0.078188057668734073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-114.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,1,0,1,1197.0,-114,3,-13.666666666666666,0,0,3,0,0.0,0,0,0.0,0.0,0.0
309445,0,Cash loans,F,true,false,0,112500.0,495000.0,25627.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392000000000002,-9245,-834,-1612.0,-1910,2.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,TUESDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.31143978385289639,0.601796210655169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1643555.115,0,0,0,0,,,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
309768,0,Cash loans,F,true,true,1,99000.0,568197.0,30820.5,490500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-14353,-1174,-2381.0,-5117,19.0,1,1,0,1,0,1,Sales staff,3.0,3,3,FRIDAY,8,0,0,0,0,0,0,Self-employed,0.5420522446335666,0.4919553074998354,0.48665315651471808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-916.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,2.0,1,1,427500.0,1,4,0,4,10366.875,-275,30,-11.4,0,0,32,2,0.0,0,10,0.0,0.0,0.0
312896,0,Cash loans,F,true,false,0,112500.0,544491.0,17563.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15538,-3861,-5723.0,-4549,29.0,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,Self-employed,0.49764047752756158,0.26531174847317412,0.4135967602644276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2714.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,3,3,1734300.0,2,1,0,1,-17100.0,-2714,10,-26.9,0,0,11,1,0.0,0,0,0.0,0.0,0.0
313188,0,Cash loans,F,false,true,0,189000.0,507469.5,29263.5,459000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.018634,-16824,-8266,-10330.0,-377,,1,1,0,1,0,1,Cooking staff,2.0,2,2,MONDAY,9,0,0,0,0,0,0,School,,0.42679966414635673,0.54959650249569458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,945000.0,2,2,0,2,8021.25,-465,22,-12.909090909090907,0,0,24,2,0.0,0,0,0.0,0.0,0.0
314052,0,Cash loans,M,true,true,0,112500.0,967500.0,28287.0,967500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-15840,-1942,-8344.0,-4621,7.0,1,1,0,1,0,0,Laborers,2.0,3,3,TUESDAY,7,0,0,0,0,1,1,Self-employed,0.30569720620509705,0.55942906433504935,0.52809275120304511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1325.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,180000.0,1,5,0,5,103849.2,-679,63,-3.5714285714285721,4,2,40,4,0.0,0,33,174831.17045454547,0.39570841049382727,463500.0
314262,0,Cash loans,M,true,true,3,135000.0,167895.0,18081.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-14385,-6278,-3022.0,-4155,6.0,1,1,1,1,1,0,Managers,5.0,2,2,MONDAY,12,0,0,0,0,1,1,Business Entity Type 2,,0.63510893405179747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1179.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,3,0,3,1273.5,-328,20,-17.400000000000002,0,0,23,2,0.0,0,0,0.0,0.0,0.0
314867,0,Cash loans,F,false,true,0,112500.0,528633.0,25560.0,472500.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.006852,-8196,-1078,-2240.0,-391,,1,1,0,1,0,0,Sales staff,1.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.28284349815415377,0.2493349539188644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,0.0,-603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,1,0,1,-1777.5,-603,7,-25.0,0,0,9,1,0.0,0,0,0.0,0.0,0.0
317604,0,Cash loans,F,false,true,1,112500.0,314100.0,17167.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-8590,-695,-1123.0,-1189,,1,1,1,1,1,0,High skill tech staff,3.0,2,2,MONDAY,4,0,0,0,0,1,1,Business Entity Type 3,,0.038446068697704811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.0,0,1,0,1,0.0,-380,6,-7.0,0,0,7,1,0.0,0,0,0.0,0.0,0.0
318073,0,Cash loans,F,false,true,0,99000.0,1042560.0,34587.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-15291,-4681,-1294.0,-4503,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,0.56727214946532578,0.62424831661778246,0.7862666146611379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,2505285.0,1,3,1,2,-5521.5,-817,32,-4.53125,7,4,32,2,0.0,0,0,0.0,0.0,0.0
320835,0,Cash loans,F,false,true,0,135000.0,1546020.0,42642.0,1350000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-14489,-686,-4227.0,-4636,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Hotel,0.41340433614291378,0.6404485962795633,0.71657024480105114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1285.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6,2,1555785.0,3,5,0,5,1097.1000000000004,-863,59,-7.8135593220338979,3,4,66,4,0.0,0,0,0.0,0.0,0.0
325560,0,Cash loans,F,true,true,1,180000.0,755190.0,36459.0,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.0071200000000000013,-16431,-6375,-6320.0,-5963,22.0,1,1,0,1,0,0,Managers,3.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,School,0.50229886642804289,0.5312590396114083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5,2,2882835.0,2,4,0,4,27790.875,-119,101,-0.9801980198019804,20,10,20,2,1.75,12,77,40697.974870129867,0.3014664805194805,135000.0
331129,0,Cash loans,F,false,false,1,337500.0,497520.0,33246.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010556,-12776,-2057,-2465.0,-2471,,1,1,0,1,1,1,,3.0,3,3,TUESDAY,15,1,1,0,1,1,0,Business Entity Type 3,0.57953359021058792,0.58419166581532145,0.15474363127259447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-689.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5,2,1480941.0,4,5,1,2,-3177.8549999999996,-85,14,-9.5714285714285712,3,4,15,1,0.19999999999999998,3,0,0.0,0.0,0.0
